[17:26:24] IP:124.20.22.79 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:42] IP:145.206.99.158 | HIGH | XSS_Attack
[17:27:42] IP:209.108.104.53 | HIGH | SQL_Injection
[17:27:42] IP:42.56.216.170 | MEDIUM | Brute_Force_Pattern
[17:27:42] IP:187.201.245.165 | CRITICAL | Command_Injection
[17:27:42] IP:116.233.168.162 | HIGH | SQL_Injection
[17:27:42] IP:145.46.132.52 | HIGH | XSS_Attack
[17:27:42] IP:34.200.155.46 | CRITICAL | Command_Injection
[17:27:42] IP:149.136.25.152 | CRITICAL | Command_Injection
[17:27:43] IP:100.15.8.145 | HIGH | SQL_Injection
[17:27:43] IP:76.72.57.190 | HIGH | SQL_Injection
[17:27:43] IP:217.146.32.164 | CRITICAL | Command_Injection
[17:27:43] IP:16.190.97.178 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:43] IP:58.148.18.14 | CRITICAL | Command_Injection
[17:27:43] IP:44.67.223.66 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:43] IP:135.164.175.23 | CRITICAL | Command_Injection
[17:27:43] IP:116.24.202.168 | MEDIUM | Brute_Force_Pattern
[17:27:43] IP:78.250.81.168 | HIGH | SQL_Injection
[17:27:43] IP:166.42.112.203 | HIGH | XSS_Attack
[17:27:43] IP:185.25.188.246 | CRITICAL | Command_Injection
[17:27:43] IP:136.208.168.106 | HIGH | XSS_Attack
[17:27:43] IP:176.39.179.42 | MEDIUM | Brute_Force_Pattern
[17:27:43] IP:110.92.141.68 | HIGH | SQL_Injection
[17:27:43] IP:94.71.7.100 | HIGH | SQL_Injection
[17:27:43] IP:101.119.105.179 | MEDIUM | Brute_Force_Pattern
[17:27:43] IP:103.211.70.17 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:43] IP:83.107.158.138 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:43] IP:46.101.29.54 | HIGH | SQL_Injection
[17:27:44] IP:171.63.57.243 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:44] IP:86.241.3.171 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:44] IP:161.158.214.146 | MEDIUM | Brute_Force_Pattern
[17:27:44] IP:203.48.197.75 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:44] IP:132.167.81.119 | HIGH | SQL_Injection
[17:27:44] IP:187.154.14.218 | HIGH | SQL_Injection
[17:27:44] IP:103.226.41.176 | CRITICAL | Command_Injection
[17:27:44] IP:168.84.234.106 | HIGH | XSS_Attack
[17:27:44] IP:148.233.157.55 | MEDIUM | Brute_Force_Pattern
[17:27:44] IP:195.227.76.72 | CRITICAL | Command_Injection
[17:27:44] IP:54.121.13.189 | CRITICAL | Command_Injection
[17:27:44] IP:200.228.220.20 | HIGH | XSS_Attack
[17:27:44] IP:86.97.113.120 | HIGH | SQL_Injection
[17:27:45] IP:202.111.154.52 | HIGH | SQL_Injection
[17:27:45] IP:178.24.134.191 | HIGH | SQL_Injection
[17:27:45] IP:204.116.90.154 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:45] IP:27.141.81.48 | HIGH | SQL_Injection
[17:27:45] IP:130.234.125.160 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:45] IP:47.99.225.27 | MEDIUM | Brute_Force_Pattern
[17:27:45] IP:66.86.231.132 | HIGH | SQL_Injection
[17:27:45] IP:30.243.117.98 | HIGH | SQL_Injection
[17:27:45] IP:162.1.179.195 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:45] IP:61.247.48.15 | HIGH | SQL_Injection
[17:27:45] IP:126.84.82.157 | HIGH | SQL_Injection
[17:27:45] IP:133.160.191.124 | HIGH | XSS_Attack
[17:27:45] IP:155.64.44.243 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:45] IP:198.109.51.13 | CRITICAL | Log4Shell
[17:27:45] IP:183.91.106.109 | HIGH | SQL_Injection
[17:27:45] IP:155.220.25.75 | HIGH | SQL_Injection
[17:27:45] IP:52.162.188.199 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:46] IP:98.55.200.2 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:46] IP:203.28.66.163 | CRITICAL | Command_Injection
[17:27:46] IP:159.246.213.125 | CRITICAL | Log4Shell
[17:27:46] IP:45.168.31.168 | HIGH | SQL_Injection
[17:27:46] IP:19.197.76.73 | CRITICAL | Command_Injection
[17:27:46] IP:68.203.227.234 | CRITICAL | Log4Shell
[17:27:46] IP:145.174.134.4 | HIGH | XSS_Attack
[17:27:46] IP:144.155.19.158 | CRITICAL | Command_Injection
[17:27:46] IP:12.72.1.214 | HIGH | SQL_Injection
[17:27:46] IP:168.191.123.86 | HIGH | SQL_Injection
[17:27:46] IP:199.144.111.71 | HIGH | SQL_Injection
[17:27:46] IP:69.244.210.42 | CRITICAL | Log4Shell
[17:27:46] IP:218.150.45.201 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:46] IP:171.222.24.175 | HIGH | SQL_Injection
[17:27:46] IP:67.104.71.231 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:46] IP:192.48.156.46 | HIGH | SQL_Injection
[17:27:47] IP:135.48.222.95 | HIGH | SQL_Injection
[17:27:46] IP:215.120.148.75 | CRITICAL | Log4Shell
[17:27:47] IP:81.145.205.53 | MEDIUM | Brute_Force_Pattern
[17:27:47] IP:214.190.30.44 | HIGH | SQL_Injection
[17:27:47] IP:103.76.112.145 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:47] IP:92.102.105.143 | CRITICAL | Command_Injection
[17:27:47] IP:53.224.247.177 | CRITICAL | Command_Injection
[17:27:47] IP:122.219.236.117 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:47] IP:101.63.159.151 | CRITICAL | Command_Injection
[17:27:47] IP:67.197.148.117 | CRITICAL | Command_Injection
[17:27:47] IP:36.73.237.171 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:47] IP:216.215.224.63 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:47] IP:123.229.31.141 | CRITICAL | Command_Injection
[17:27:47] IP:164.67.114.250 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:47] IP:139.176.188.93 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:47] IP:155.209.43.94 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:47] IP:128.63.40.100 | HIGH | SQL_Injection
[17:27:48] IP:165.132.143.130 | MEDIUM | Brute_Force_Pattern
[17:27:48] IP:161.80.140.141 | CRITICAL | Command_Injection
[17:27:48] IP:132.24.163.185 | MEDIUM | Brute_Force_Pattern
[17:27:48] IP:161.1.161.42 | HIGH | SQL_Injection
[17:27:48] IP:133.126.51.137 | CRITICAL | Command_Injection
[17:27:48] IP:76.241.89.146 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:48] IP:83.220.99.154 | MEDIUM | Brute_Force_Pattern
[17:27:48] IP:158.197.85.139 | CRITICAL | Command_Injection
[17:27:48] IP:84.233.183.178 | HIGH | SQL_Injection
[17:27:48] IP:117.67.209.138 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:48] IP:188.92.167.39 | HIGH | XSS_Attack
[17:27:48] IP:30.208.194.177 | MEDIUM | Brute_Force_Pattern
[17:27:48] IP:59.239.220.132 | CRITICAL | Command_Injection
[17:27:48] IP:112.84.228.7 | HIGH | SQL_Injection
[17:27:48] IP:121.236.7.197 | HIGH | SQL_Injection
[17:27:48] IP:148.156.27.163 | MEDIUM | Brute_Force_Pattern
[17:27:48] IP:70.248.132.84 | HIGH | SQL_Injection
[17:27:48] IP:139.14.136.90 | CRITICAL | Log4Shell
[17:27:48] IP:107.144.9.94 | CRITICAL | Command_Injection
[17:27:48] IP:153.193.184.92 | MEDIUM | Brute_Force_Pattern
[17:27:48] IP:99.166.227.217 | HIGH | XSS_Attack
[17:27:49] IP:138.161.58.87 | CRITICAL | Command_Injection
[17:27:49] IP:144.215.243.141 | CRITICAL | Log4Shell
[17:27:49] IP:94.23.53.191 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:49] IP:117.156.184.157 | MEDIUM | Brute_Force_Pattern
[17:27:49] IP:125.180.37.47 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:49] IP:158.55.31.225 | MEDIUM | Brute_Force_Pattern
[17:27:49] IP:131.145.244.18 | MEDIUM | Brute_Force_Pattern
[17:27:49] IP:84.200.59.148 | HIGH | SQL_Injection
[17:27:49] IP:115.244.44.48 | HIGH | SQL_Injection
[17:27:49] IP:184.245.96.10 | HIGH | SQL_Injection
[17:27:49] IP:96.192.73.57 | MEDIUM | Brute_Force_Pattern
[17:27:49] IP:135.121.148.180 | CRITICAL | Log4Shell
[17:27:49] IP:176.200.31.233 | CRITICAL | Command_Injection
[17:27:49] IP:131.248.187.100 | CRITICAL | Log4Shell
[17:27:49] IP:165.201.18.237 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:49] IP:165.124.236.40 | CRITICAL | Log4Shell
[17:27:49] IP:58.150.164.93 | CRITICAL | Log4Shell
[17:27:49] IP:85.20.123.144 | HIGH | XSS_Attack
[17:27:49] IP:112.191.85.230 | HIGH | SQL_Injection
[17:27:49] IP:138.81.20.1 | CRITICAL | Command_Injection
[17:27:50] IP:26.50.35.84 | CRITICAL | Command_Injection
[17:27:50] IP:36.137.33.29 | CRITICAL | Log4Shell
[17:27:50] IP:115.44.116.49 | HIGH | SQL_Injection
[17:27:50] IP:201.79.176.179 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:50] IP:169.183.8.129 | CRITICAL | Log4Shell
[17:27:50] IP:78.73.6.237 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:50] IP:16.189.223.127 | HIGH | SQL_Injection
[17:27:50] IP:97.215.176.229 | HIGH | SQL_Injection
[17:27:50] IP:24.143.27.103 | HIGH | XSS_Attack
[17:27:50] IP:58.112.233.26 | CRITICAL | Command_Injection
[17:27:50] IP:120.118.189.165 | CRITICAL | Command_Injection
[17:27:50] IP:37.22.90.2 | MEDIUM | Brute_Force_Pattern
[17:27:50] IP:175.87.185.158 | HIGH | SQL_Injection
[17:27:50] IP:204.133.62.180 | CRITICAL | Command_Injection
[17:27:50] IP:90.128.189.101 | HIGH | SQL_Injection
[17:27:50] IP:66.213.21.45 | CRITICAL | Command_Injection
[17:27:50] IP:180.119.111.120 | HIGH | SQL_Injection
[17:27:50] IP:198.199.40.212 | CRITICAL | Log4Shell
[17:27:50] IP:174.11.108.9 | HIGH | XSS_Attack
[17:27:50] IP:209.190.135.198 | HIGH | XSS_Attack
[17:27:51] IP:118.24.199.185 | CRITICAL | Command_Injection
[17:27:51] IP:98.27.174.22 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:51] IP:164.40.68.212 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:51] IP:121.201.26.134 | CRITICAL | Command_Injection
[17:27:51] IP:26.31.161.162 | HIGH | SQL_Injection
[17:27:51] IP:198.134.160.104 | HIGH | XSS_Attack
[17:27:51] IP:133.63.20.57 | HIGH | SQL_Injection
[17:27:51] IP:40.182.79.72 | CRITICAL | Command_Injection
[17:27:51] IP:27.179.63.98 | HIGH | SQL_Injection
[17:27:51] IP:97.193.198.229 | CRITICAL | Command_Injection
[17:27:52] IP:132.10.118.43 | CRITICAL | Command_Injection
[17:27:51] IP:46.94.159.14 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:51] IP:161.212.155.154 | HIGH | XSS_Attack
[17:27:51] IP:167.148.27.138 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:51] IP:72.34.118.211 | CRITICAL | Log4Shell
[17:27:51] IP:102.105.111.91 | HIGH | SQL_Injection
[17:27:51] IP:201.152.183.242 | CRITICAL | Log4Shell
[17:27:51] IP:177.101.237.11 | HIGH | SQL_Injection
[17:27:51] IP:87.18.102.181 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:51] IP:162.81.199.116 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:51] IP:74.206.108.177 | HIGH | SQL_Injection
[17:27:51] IP:201.183.142.3 | CRITICAL | Log4Shell
[17:27:51] IP:61.27.172.122 | HIGH | SQL_Injection
[17:27:51] IP:159.214.123.165 | HIGH | SQL_Injection
[17:27:51] IP:55.78.81.138 | HIGH | SQL_Injection
[17:27:52] IP:74.35.197.141 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:52] IP:216.40.153.19 | CRITICAL | Log4Shell
[17:27:52] IP:33.132.111.156 | CRITICAL | Command_Injection
[17:27:52] IP:208.151.206.64 | HIGH | SQL_Injection
[17:27:52] IP:107.160.38.137 | HIGH | SQL_Injection
[17:27:52] IP:218.142.101.223 | CRITICAL | Command_Injection
[17:27:53] IP:65.241.220.83 | HIGH | SQL_Injection
[17:27:52] IP:146.124.54.116 | CRITICAL | Command_Injection
[17:27:52] IP:94.217.164.10 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:52] IP:95.205.157.127 | HIGH | SQL_Injection
[17:27:53] IP:78.184.186.189 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:53] IP:198.114.141.221 | CRITICAL | Log4Shell
[17:27:53] IP:106.230.58.201 | CRITICAL | Command_Injection
[17:27:53] IP:176.174.221.147 | HIGH | XSS_Attack
[17:27:53] IP:136.246.133.209 | MEDIUM | Brute_Force_Pattern
[17:27:53] IP:161.183.160.95 | HIGH | SQL_Injection
[17:27:53] IP:89.30.166.124 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:53] IP:189.74.74.136 | HIGH | SQL_Injection
[17:27:53] IP:213.235.8.61 | CRITICAL | Command_Injection
[17:27:53] IP:59.187.212.230 | CRITICAL | Command_Injection
[17:27:53] IP:211.106.118.46 | CRITICAL | Log4Shell
[17:27:54] IP:105.241.48.205 | CRITICAL | Command_Injection
[17:27:53] IP:220.18.142.170 | HIGH | XSS_Attack
[17:27:54] IP:98.135.248.14 | HIGH | SQL_Injection
[17:27:54] IP:165.43.9.246 | HIGH | SQL_Injection
[17:27:53] IP:111.108.68.193 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:53] IP:190.26.90.65 | MEDIUM | Brute_Force_Pattern
[17:27:53] IP:83.69.71.68 | HIGH | SQL_Injection
[17:27:53] IP:51.105.150.151 | CRITICAL | Command_Injection
[17:27:53] IP:112.200.90.217 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:53] IP:205.1.123.66 | MEDIUM | Brute_Force_Pattern
[17:27:53] IP:28.57.162.134 | HIGH | SQL_Injection
[17:27:54] IP:205.85.64.99 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:54] IP:157.198.181.116 | HIGH | SQL_Injection
[17:27:54] IP:50.238.11.13 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:54] IP:22.24.182.54 | CRITICAL | Command_Injection
[17:27:53] IP:140.208.33.113 | MEDIUM | Brute_Force_Pattern
[17:27:54] IP:94.223.92.31 | MEDIUM | Brute_Force_Pattern
[17:27:54] IP:197.122.225.91 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:55] IP:136.223.21.90 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:54] IP:29.115.193.249 | HIGH | SQL_Injection
[17:27:54] IP:45.126.19.36 | CRITICAL | Command_Injection
[17:27:54] IP:182.209.41.218 | HIGH | SQL_Injection
[17:27:54] IP:94.127.98.125 | MEDIUM | Brute_Force_Pattern
[17:27:54] IP:202.202.81.17 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:54] IP:114.104.238.165 | HIGH | SQL_Injection
[17:27:55] IP:148.8.101.48 | HIGH | XSS_Attack
[17:27:55] IP:176.71.210.126 | MEDIUM | Brute_Force_Pattern
[17:27:54] IP:74.45.53.194 | HIGH | SQL_Injection
[17:27:55] IP:66.165.182.12 | MEDIUM | Brute_Force_Pattern
[17:27:55] IP:184.106.180.215 | CRITICAL | Command_Injection
[17:27:55] IP:141.121.118.144 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:55] IP:171.217.2.162 | HIGH | SQL_Injection
[17:27:55] IP:145.131.29.194 | HIGH | SQL_Injection
[17:27:55] IP:214.214.246.224 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:55] IP:170.77.33.37 | CRITICAL | Command_Injection
[17:27:55] IP:31.137.62.132 | CRITICAL | Log4Shell
[17:27:55] IP:102.36.31.171 | MEDIUM | Brute_Force_Pattern
[17:27:55] IP:130.133.220.41 | CRITICAL | Log4Shell
[17:27:56] IP:127.64.33.1 | HIGH | SQL_Injection
[17:27:56] IP:34.77.123.175 | CRITICAL | Command_Injection
[17:27:56] IP:70.184.196.135 | HIGH | SQL_Injection
[17:27:56] IP:88.183.32.53 | CRITICAL | Command_Injection
[17:27:55] IP:70.145.138.16 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:56] IP:85.176.218.192 | HIGH | SQL_Injection
[17:27:56] IP:196.179.109.128 | HIGH | SQL_Injection
[17:27:56] IP:102.176.237.207 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:56] IP:103.250.19.94 | HIGH | XSS_Attack
[17:27:56] IP:48.119.193.11 | CRITICAL | Log4Shell
[17:27:56] IP:148.8.85.231 | CRITICAL | Log4Shell
[17:27:56] IP:190.147.72.128 | CRITICAL | Log4Shell
[17:27:56] IP:29.230.211.87 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:56] IP:94.28.108.233 | CRITICAL | Command_Injection
[17:27:56] IP:208.204.175.231 | MEDIUM | Brute_Force_Pattern
[17:27:56] IP:52.211.121.213 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:56] IP:154.183.158.112 | HIGH | SQL_Injection
[17:27:56] IP:103.116.226.236 | CRITICAL | Command_Injection
[17:27:56] IP:89.77.116.133 | HIGH | XSS_Attack
[17:27:56] IP:22.170.124.203 | CRITICAL | Command_Injection
[17:27:56] IP:95.201.123.195 | HIGH | XSS_Attack
[17:27:56] IP:42.36.10.87 | HIGH | SQL_Injection
[17:27:57] IP:127.160.99.70 | CRITICAL | Log4Shell
[17:27:57] IP:121.38.199.12 | CRITICAL | Command_Injection
[17:27:57] IP:187.158.20.20 | CRITICAL | Command_Injection
[17:27:57] IP:187.248.30.189 | HIGH | SQL_Injection
[17:27:57] IP:30.138.238.79 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:57] IP:211.236.62.150 | CRITICAL | Command_Injection
[17:27:57] IP:80.141.48.57 | HIGH | SQL_Injection
[17:27:57] IP:85.188.184.232 | HIGH | SQL_Injection
[17:27:58] IP:190.67.233.219 | HIGH | SQL_Injection
[17:27:57] IP:58.42.103.125 | MEDIUM | Brute_Force_Pattern
[17:27:58] IP:209.215.70.166 | MEDIUM | Brute_Force_Pattern
[17:27:58] IP:168.40.106.174 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:58] IP:129.217.198.95 | HIGH | SQL_Injection
[17:27:58] IP:218.175.3.103 | MEDIUM | Brute_Force_Pattern
[17:27:58] IP:210.5.17.52 | CRITICAL | Command_Injection
[17:27:58] IP:163.7.134.200 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:58] IP:71.88.2.175 | HIGH | SQL_Injection
[17:27:58] IP:152.87.48.192 | HIGH | SQL_Injection
[17:27:58] IP:83.235.153.220 | CRITICAL | Log4Shell
[17:27:58] IP:18.228.96.55 | HIGH | XSS_Attack
[17:27:58] IP:26.226.73.64 | HIGH | SQL_Injection
[17:27:58] IP:80.15.169.170 | MEDIUM | Brute_Force_Pattern
[17:27:58] IP:92.33.201.77 | MEDIUM | Brute_Force_Pattern
[17:27:58] IP:160.40.47.192 | HIGH | SQL_Injection
[17:27:58] IP:185.136.244.175 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:58] IP:220.249.116.115 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:58] IP:145.55.104.154 | HIGH | SQL_Injection
[17:27:58] IP:80.33.55.173 | MEDIUM | Brute_Force_Pattern
[17:27:58] IP:88.46.166.4 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:58] IP:141.158.247.45 | CRITICAL | Log4Shell
[17:27:58] IP:73.232.103.206 | HIGH | SQL_Injection
[17:27:58] IP:120.93.101.109 | CRITICAL | Command_Injection
[17:27:58] IP:44.196.131.149 | MEDIUM | Brute_Force_Pattern
[17:27:58] IP:127.180.124.128 | HIGH | XSS_Attack
[17:27:58] IP:134.32.136.117 | CRITICAL | Log4Shell
[17:27:59] IP:208.98.14.178 | CRITICAL | Log4Shell
[17:27:59] IP:220.134.173.103 | CRITICAL | Command_Injection
[17:27:59] IP:83.122.242.60 | CRITICAL | Command_Injection
[17:27:59] IP:203.33.231.40 | CRITICAL | Command_Injection
[17:27:59] IP:119.172.196.43 | CRITICAL | Command_Injection
[17:27:59] IP:31.142.81.11 | HIGH | SQL_Injection
[17:27:59] IP:113.212.181.1 | CRITICAL | Command_Injection
[17:27:59] IP:92.16.41.155 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:59] IP:56.156.14.4 | CRITICAL | Command_Injection
[17:27:59] IP:30.153.180.133 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:59] IP:143.212.36.203 | HIGH | SQL_Injection
[17:27:59] IP:31.9.12.77 | CRITICAL | Log4Shell
[17:27:59] IP:34.47.24.129 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:59] IP:182.187.78.16 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:59] IP:106.241.59.9 | HIGH | SQL_Injection
[17:27:59] IP:144.221.50.160 | HIGH | XSS_Attack
[17:27:59] IP:29.176.40.169 | MEDIUM | Brute_Force_Pattern
[17:27:59] IP:210.94.73.174 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:27:59] IP:72.98.220.105 | CRITICAL | SQL_Injection + XSS_Attack
[17:27:59] IP:42.47.105.124 | HIGH | SQL_Injection
[17:27:59] IP:46.119.110.228 | HIGH | SQL_Injection
[17:27:59] IP:142.106.70.121 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:00] IP:76.3.165.199 | HIGH | SQL_Injection
[17:28:00] IP:43.222.101.19 | MEDIUM | Brute_Force_Pattern
[17:28:00] IP:57.85.46.54 | HIGH | XSS_Attack
[17:28:00] IP:130.71.117.207 | HIGH | SQL_Injection
[17:28:00] IP:114.18.66.16 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:00] IP:22.54.228.14 | CRITICAL | Command_Injection
[17:28:00] IP:17.201.201.96 | CRITICAL | Command_Injection
[17:28:00] IP:192.129.58.247 | CRITICAL | Command_Injection
[17:28:00] IP:158.236.14.217 | CRITICAL | Log4Shell
[17:28:00] IP:22.200.52.116 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:00] IP:181.7.3.185 | HIGH | XSS_Attack
[17:28:00] IP:178.106.9.148 | CRITICAL | Command_Injection
[17:28:00] IP:195.67.84.201 | HIGH | XSS_Attack
[17:28:00] IP:71.141.124.104 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:00] IP:111.119.87.234 | MEDIUM | Brute_Force_Pattern
[17:28:00] IP:41.92.245.237 | HIGH | SQL_Injection
[17:28:00] IP:149.134.109.238 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:00] IP:20.138.95.20 | CRITICAL | Command_Injection
[17:28:00] IP:12.24.81.15 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:00] IP:188.42.139.229 | HIGH | SQL_Injection
[17:28:00] IP:159.124.29.204 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:01] IP:88.8.142.153 | HIGH | SQL_Injection
[17:28:01] IP:65.225.121.137 | MEDIUM | Brute_Force_Pattern
[17:28:01] IP:176.231.9.29 | HIGH | SQL_Injection
[17:28:01] IP:46.69.229.41 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:01] IP:93.48.56.23 | HIGH | SQL_Injection
[17:28:01] IP:196.10.25.83 | MEDIUM | Brute_Force_Pattern
[17:28:01] IP:87.213.28.25 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:01] IP:60.98.164.111 | MEDIUM | Brute_Force_Pattern
[17:28:01] IP:212.182.150.80 | CRITICAL | Command_Injection
[17:28:01] IP:95.226.18.47 | MEDIUM | Brute_Force_Pattern
[17:28:01] IP:218.103.246.41 | CRITICAL | Log4Shell
[17:28:01] IP:86.184.136.32 | MEDIUM | Brute_Force_Pattern
[17:28:01] IP:104.225.94.119 | CRITICAL | Command_Injection
[17:28:01] IP:141.90.16.208 | MEDIUM | Brute_Force_Pattern
[17:28:01] IP:90.237.118.24 | HIGH | SQL_Injection
[17:28:01] IP:217.69.93.153 | HIGH | XSS_Attack
[17:28:01] IP:23.162.249.38 | HIGH | SQL_Injection
[17:28:01] IP:145.138.97.106 | CRITICAL | Command_Injection
[17:28:02] IP:68.126.180.227 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:02] IP:41.94.25.93 | HIGH | SQL_Injection
[17:28:02] IP:123.130.1.65 | HIGH | XSS_Attack
[17:28:02] IP:111.39.216.98 | CRITICAL | Log4Shell
[17:28:02] IP:13.110.154.62 | HIGH | SQL_Injection
[17:28:02] IP:146.205.106.34 | HIGH | SQL_Injection
[17:28:02] IP:150.8.10.53 | CRITICAL | Log4Shell
[17:28:02] IP:67.186.81.249 | HIGH | SQL_Injection
[17:28:02] IP:179.114.192.235 | HIGH | SQL_Injection
[17:28:02] IP:163.84.191.181 | MEDIUM | Brute_Force_Pattern
[17:28:02] IP:102.219.175.11 | HIGH | SQL_Injection
[17:28:02] IP:139.40.131.88 | CRITICAL | Command_Injection
[17:28:02] IP:82.204.119.118 | CRITICAL | Command_Injection
[17:28:02] IP:35.12.109.176 | CRITICAL | Command_Injection
[17:28:02] IP:48.201.228.199 | HIGH | SQL_Injection
[17:28:02] IP:124.102.114.208 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:02] IP:201.95.240.218 | HIGH | XSS_Attack
[17:28:02] IP:184.110.61.52 | HIGH | SQL_Injection
[17:28:02] IP:129.168.169.32 | HIGH | SQL_Injection
[17:28:03] IP:179.42.61.150 | HIGH | SQL_Injection
[17:28:03] IP:119.120.55.171 | HIGH | XSS_Attack
[17:28:03] IP:17.4.3.187 | CRITICAL | Command_Injection
[17:28:03] IP:171.231.122.179 | HIGH | SQL_Injection
[17:28:02] IP:13.192.7.153 | HIGH | SQL_Injection
[17:28:02] IP:22.142.190.220 | CRITICAL | Log4Shell
[17:28:02] IP:125.169.211.172 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:03] IP:66.206.141.124 | MEDIUM | Brute_Force_Pattern
[17:28:02] IP:102.87.112.3 | HIGH | SQL_Injection
[17:28:03] IP:17.240.246.220 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
[17:28:03] IP:36.195.132.133 | HIGH | XSS_Attack
[17:28:03] IP:84.103.199.75 | CRITICAL | SQL_Injection + XSS_Attack
[17:28:02] IP:94.90.140.214 | CRITICAL | Command_Injection + Path_Traversal + Brute_Force_Pattern
